Temperature,Wind Speed,Precip,Condition,DateTime
35,6.0,0.0,Light Snow,2022-04-08 21:42:00
35,7.0,0.0,Light Snow,2022-04-08 21:53:00
35,10.0,0.0,Cloudy,2022-04-08 22:12:00
35,8.0,0.0,Cloudy,2022-04-08 22:37:00
35,8.0,0.0,Cloudy,2022-04-08 22:53:00
34,7.0,0.0,Fair,2022-04-08 23:53:00
34,8.0,0.0,Fair,2022-04-09 00:53:00
36,14.0,0.0,Fair,2022-04-09 01:53:00
39,14.0,0.0,Partly Cloudy,2022-04-09 02:53:00
42,14.0,0.0,Partly Cloudy,2022-04-09 03:53:00
42,13.0,0.0,Mostly Cloudy,2022-04-09 04:53:00
42,15.0,0.0,Mostly Cloudy,2022-04-09 05:53:00
45,10.0,0.0,Mostly Cloudy,2022-04-09 06:53:00
46,14.0,0.0,Mostly Cloudy,2022-04-09 07:53:00
49,13.0,0.0,Mostly Cloudy,2022-04-09 08:53:00
45,12.0,0.0,Mostly Cloudy,2022-04-09 09:27:00
45,9.0,0.0,Mostly Cloudy,2022-04-09 09:53:00
45,8.0,0.0,Mostly Cloudy,2022-04-09 10:53:00
44,7.0,0.0,Partly Cloudy,2022-04-09 11:53:00
44,8.0,0.0,Fair,2022-04-09 12:53:00
42,7.0,0.0,Fair,2022-04-09 13:53:00
40,6.0,0.0,Fair,2022-04-09 14:53:00
40,0.0,0.0,Mostly Cloudy,2022-04-09 15:53:00
39,0.0,0.0,Mostly Cloudy,2022-04-09 16:53:00
38,3.0,0.0,Mostly Cloudy,2022-04-09 17:53:00
39,5.0,0.0,Mostly Cloudy,2022-04-09 18:53:00
38,0.0,0.0,Partly Cloudy,2022-04-09 19:53:00
37,0.0,0.0,Fair,2022-04-09 20:53:00
37,3.0,0.0,Fair,2022-04-09 21:53:00
36,3.0,0.0,Fair,2022-04-09 22:53:00
36,5.0,0.0,Fair,2022-04-09 23:53:00
38,3.0,0.0,Fair,2022-04-10 00:53:00
42,6.0,0.0,Partly Cloudy,2022-04-10 01:53:00
49,8.0,0.0,Partly Cloudy,2022-04-10 02:53:00
53,10.0,0.0,Mostly Cloudy,2022-04-10 03:53:00
55,17.0,0.0,Mostly Cloudy,2022-04-10 04:53:00
57,12.0,0.0,Mostly Cloudy,2022-04-10 05:53:00
59,22.0,0.0,Mostly Cloudy / Windy,2022-04-10 06:53:00
61,20.0,0.0,Mostly Cloudy,2022-04-10 07:53:00
61,17.0,0.0,Mostly Cloudy,2022-04-10 08:53:00
63,18.0,0.0,Mostly Cloudy,2022-04-10 09:53:00
64,18.0,0.0,Mostly Cloudy,2022-04-10 10:53:00
64,16.0,0.0,Mostly Cloudy,2022-04-10 11:53:00
62,24.0,0.0,Mostly Cloudy / Windy,2022-04-10 12:53:00
61,16.0,0.0,Partly Cloudy,2022-04-10 13:53:00
60,12.0,0.0,Partly Cloudy,2022-04-10 14:53:00
59,15.0,0.0,Mostly Cloudy,2022-04-10 15:53:00
60,17.0,0.0,Mostly Cloudy,2022-04-10 16:53:00
61,17.0,0.0,Cloudy,2022-04-10 17:53:00
62,15.0,0.0,Cloudy,2022-04-10 18:53:00
63,14.0,0.0,Mostly Cloudy,2022-04-10 19:53:00
62,13.0,0.0,Mostly Cloudy,2022-04-10 20:53:00
62,15.0,0.0,Fair,2022-04-10 21:53:00
59,14.0,0.0,Fair,2022-04-10 22:53:00
56,8.0,0.0,Fair,2022-04-10 23:53:00
55,9.0,0.0,Mostly Cloudy,2022-04-11 00:53:00
55,8.0,0.0,Cloudy,2022-04-11 01:53:00
54,15.0,0.0,Cloudy,2022-04-11 02:53:00
54,9.0,0.0,Cloudy,2022-04-11 03:53:00
55,9.0,0.0,Cloudy,2022-04-11 04:53:00
54,10.0,0.0,Cloudy,2022-04-11 05:53:00
56,14.0,0.0,Cloudy,2022-04-11 06:53:00
59,8.0,0.0,Cloudy,2022-04-11 07:53:00
61,9.0,0.0,Mostly Cloudy,2022-04-11 08:53:00
62,9.0,0.0,Mostly Cloudy,2022-04-11 09:53:00
62,12.0,0.0,Mostly Cloudy,2022-04-11 10:53:00
61,7.0,0.0,Mostly Cloudy,2022-04-11 11:53:00
61,9.0,0.0,Mostly Cloudy,2022-04-11 12:53:00
58,6.0,0.0,Mostly Cloudy,2022-04-11 13:53:00
55,0.0,0.0,Fair,2022-04-11 14:53:00
54,3.0,0.0,Fair,2022-04-11 15:53:00
52,3.0,0.0,Fair,2022-04-11 16:53:00
49,0.0,0.0,Fair,2022-04-11 17:53:00
50,0.0,0.0,Fair,2022-04-11 18:53:00
47,0.0,0.0,Fair,2022-04-11 19:53:00
46,0.0,0.0,Fair,2022-04-11 20:53:00
44,3.0,0.0,Fair,2022-04-11 21:53:00
45,0.0,0.0,Fair,2022-04-11 22:53:00
46,5.0,0.0,Fair,2022-04-11 23:53:00
49,10.0,0.0,Fair,2022-04-12 00:53:00
52,8.0,0.0,Fair,2022-04-12 01:53:00
58,12.0,0.0,Partly Cloudy,2022-04-12 02:53:00
61,21.0,0.0,Partly Cloudy / Windy,2022-04-12 03:53:00
64,17.0,0.0,Partly Cloudy,2022-04-12 04:53:00
67,16.0,0.0,Mostly Cloudy,2022-04-12 05:53:00
69,14.0,0.0,Mostly Cloudy,2022-04-12 06:53:00
71,16.0,0.0,Mostly Cloudy,2022-04-12 07:53:00
72,14.0,0.0,Mostly Cloudy,2022-04-12 08:53:00
70,15.0,0.0,Cloudy,2022-04-12 09:53:00
70,23.0,0.0,Cloudy / Windy,2022-04-12 10:53:00
68,17.0,0.0,Cloudy,2022-04-12 11:48:00
68,16.0,0.0,Cloudy,2022-04-12 11:53:00
68,17.0,0.0,Cloudy,2022-04-12 12:53:00
66,17.0,0.0,Light Drizzle,2022-04-12 13:53:00
67,20.0,0.0,Cloudy,2022-04-12 14:53:00
68,17.0,0.0,Mostly Cloudy,2022-04-12 15:39:00
68,21.0,0.0,Cloudy / Windy,2022-04-12 15:53:00
68,17.0,0.0,Mostly Cloudy,2022-04-12 16:49:00
68,15.0,0.0,Mostly Cloudy,2022-04-12 16:53:00
68,17.0,0.0,Partly Cloudy,2022-04-12 17:51:00
68,15.0,0.0,Cloudy,2022-04-12 17:53:00
68,18.0,0.0,Cloudy,2022-04-12 18:53:00
70,17.0,0.0,Cloudy,2022-04-12 19:53:00
69,22.0,0.0,Partly Cloudy / Windy,2022-04-12 20:53:00
68,16.0,0.0,Cloudy,2022-04-12 21:53:00
68,14.0,0.0,Cloudy,2022-04-12 22:53:00
67,16.0,0.0,Cloudy,2022-04-12 23:53:00
67,14.0,0.0,Cloudy,2022-04-13 00:53:00
68,17.0,0.0,Cloudy,2022-04-13 01:53:00
69,17.0,0.0,Light Rain,2022-04-13 02:53:00
66,12.0,0.0,Cloudy,2022-04-13 05:10:00
67,13.0,0.0,Cloudy,2022-04-13 05:53:00
70,15.0,0.0,Cloudy,2022-04-13 06:53:00
71,17.0,0.0,Mostly Cloudy,2022-04-13 07:32:00
71,13.0,0.0,Cloudy,2022-04-13 07:53:00
71,14.0,0.0,Cloudy,2022-04-13 08:53:00
71,13.0,0.0,Light Rain with Thunder,2022-04-13 09:08:00
70,18.0,0.0,Cloudy,2022-04-13 10:02:00
64,10.0,0.0,Cloudy,2022-04-13 12:21:00
64,6.0,0.0,Light Rain,2022-04-13 12:53:00
53,17.0,0.0,Light Rain,2022-04-13 14:03:00
47,17.0,0.0,Cloudy,2022-04-13 16:39:00
47,23.0,0.0,Cloudy / Windy,2022-04-13 16:53:00
45,20.0,0.0,Cloudy,2022-04-13 17:53:00
42,23.0,0.0,Partly Cloudy / Windy,2022-04-13 18:53:00
40,16.0,0.0,Fair,2022-04-13 19:53:00
39,14.0,0.0,Fair,2022-04-13 20:53:00
38,12.0,0.0,Fair,2022-04-13 21:53:00
37,10.0,0.0,Fair,2022-04-13 22:53:00
37,8.0,0.0,Fair,2022-04-13 23:53:00
37,12.0,0.0,Fair,2022-04-14 00:53:00
40,12.0,0.0,Fair,2022-04-14 01:53:00
44,18.0,0.0,Fair,2022-04-14 02:53:00
45,24.0,0.0,Partly Cloudy / Windy,2022-04-14 03:53:00
46,25.0,0.0,Fair / Windy,2022-04-14 04:53:00
49,30.0,0.0,Fair / Windy,2022-04-14 05:53:00
50,25.0,0.0,Fair / Windy,2022-04-14 06:53:00
52,32.0,0.0,Fair / Windy,2022-04-14 07:53:00
53,32.0,0.0,Fair / Windy,2022-04-14 08:53:00
52,37.0,0.0,Partly Cloudy / Windy,2022-04-14 09:53:00
54,29.0,0.0,Mostly Cloudy / Windy,2022-04-14 10:53:00
53,26.0,0.0,Partly Cloudy / Windy,2022-04-14 11:53:00
52,26.0,0.0,Fair / Windy,2022-04-14 12:53:00
50,21.0,0.0,Fair / Windy,2022-04-14 13:53:00
49,14.0,0.0,Fair,2022-04-14 14:53:00
48,13.0,0.0,Partly Cloudy,2022-04-14 15:53:00
47,13.0,0.0,Fair,2022-04-14 16:53:00
46,6.0,0.0,Mostly Cloudy,2022-04-14 17:53:00
46,9.0,0.0,Mostly Cloudy,2022-04-14 18:53:00
46,7.0,0.0,Cloudy,2022-04-14 19:53:00
45,12.0,0.0,Mostly Cloudy,2022-04-14 20:53:00
44,12.0,0.0,Mostly Cloudy,2022-04-14 21:53:00
44,13.0,0.0,Mostly Cloudy,2022-04-14 22:53:00
44,13.0,0.0,Mostly Cloudy,2022-04-14 23:53:00
44,10.0,0.0,Light Snow and Sleet,2022-04-15 00:08:00
43,10.0,0.0,Cloudy,2022-04-15 00:19:00
44,9.0,0.0,Cloudy,2022-04-15 00:53:00
45,12.0,0.0,Cloudy,2022-04-15 01:53:00
46,14.0,0.0,Cloudy,2022-04-15 02:53:00
47,20.0,0.0,Cloudy,2022-04-15 03:53:00
52,22.0,0.0,Partly Cloudy / Windy,2022-04-15 04:53:00
55,18.0,0.0,Mostly Cloudy,2022-04-15 05:53:00
55,18.0,0.0,Mostly Cloudy,2022-04-15 06:53:00
55,16.0,0.0,Mostly Cloudy,2022-04-15 07:53:00
55,17.0,0.0,Light Rain,2022-04-15 08:53:00
51,20.0,0.0,Light Rain,2022-04-15 09:53:00
47,9.0,0.0,Cloudy,2022-04-15 11:53:00
48,10.0,0.0,Cloudy,2022-04-15 12:53:00
48,9.0,0.0,Cloudy,2022-04-15 13:53:00
47,9.0,0.0,Mostly Cloudy,2022-04-15 14:53:00
47,10.0,0.0,Cloudy,2022-04-15 15:53:00
46,12.0,0.0,Cloudy,2022-04-15 16:53:00
44,14.0,0.0,Cloudy,2022-04-15 17:53:00
43,10.0,0.0,Mostly Cloudy,2022-04-15 18:53:00
42,13.0,0.0,Mostly Cloudy,2022-04-15 19:53:00
39,9.0,0.0,Mostly Cloudy,2022-04-15 20:53:00
38,6.0,0.0,Mostly Cloudy,2022-04-15 21:53:00
36,6.0,0.0,Mostly Cloudy,2022-04-15 22:53:00
35,6.0,0.0,Fair,2022-04-15 23:53:00
35,9.0,0.0,Fair,2022-04-16 00:53:00
37,8.0,0.0,Fair,2022-04-16 01:53:00
39,6.0,0.0,Mostly Cloudy,2022-04-16 02:53:00
41,9.0,0.0,Partly Cloudy,2022-04-16 03:53:00
43,14.0,0.0,Fair,2022-04-16 04:53:00
45,16.0,0.0,Fair,2022-04-16 05:53:00
46,12.0,0.0,Mostly Cloudy,2022-04-16 06:53:00
46,14.0,0.0,Mostly Cloudy,2022-04-16 07:53:00
49,17.0,0.0,Mostly Cloudy,2022-04-16 08:53:00
48,10.0,0.0,Mostly Cloudy,2022-04-16 09:53:00
50,20.0,0.0,Mostly Cloudy,2022-04-16 10:53:00
48,15.0,0.0,Mostly Cloudy,2022-04-16 11:53:00
44,14.0,0.0,Mostly Cloudy,2022-04-16 12:53:00
39,12.0,0.0,Partly Cloudy,2022-04-16 13:53:00
38,10.0,0.0,Fair,2022-04-16 14:53:00
38,9.0,0.0,Fair,2022-04-16 15:53:00
38,6.0,0.0,Fair,2022-04-16 16:53:00
37,5.0,0.0,Fair,2022-04-16 17:53:00
37,3.0,0.0,Fair,2022-04-16 18:53:00
34,0.0,0.0,Fair,2022-04-16 19:53:00
34,0.0,0.0,Fair,2022-04-16 20:53:00
36,5.0,0.0,Fair,2022-04-16 21:53:00
35,6.0,0.0,Fair,2022-04-16 22:53:00
36,9.0,0.0,Fair,2022-04-16 23:53:00
38,10.0,0.0,Partly Cloudy,2022-04-17 00:53:00
38,15.0,0.0,Partly Cloudy,2022-04-17 01:53:00
39,16.0,0.0,Mostly Cloudy,2022-04-17 02:53:00
40,12.0,0.0,Mostly Cloudy,2022-04-17 03:53:00
41,14.0,0.0,Mostly Cloudy,2022-04-17 04:53:00
40,9.0,0.0,Mostly Cloudy,2022-04-17 05:53:00
42,10.0,0.0,Mostly Cloudy,2022-04-17 06:53:00
42,13.0,0.0,Mostly Cloudy,2022-04-17 07:53:00
42,8.0,0.0,Mostly Cloudy,2022-04-17 08:53:00
42,12.0,0.0,Mostly Cloudy,2022-04-17 09:53:00
42,10.0,0.0,Mostly Cloudy,2022-04-17 10:53:00
42,12.0,0.0,Mostly Cloudy,2022-04-17 11:53:00
41,12.0,0.0,Mostly Cloudy,2022-04-17 12:53:00
40,9.0,0.0,Cloudy,2022-04-17 13:53:00
41,8.0,0.0,Cloudy,2022-04-17 14:53:00
41,10.0,0.0,Cloudy,2022-04-17 15:53:00
40,10.0,0.0,Cloudy,2022-04-17 16:53:00
40,9.0,0.0,Cloudy,2022-04-17 17:53:00
40,8.0,0.0,Cloudy,2022-04-17 18:53:00
40,8.0,0.0,Cloudy,2022-04-17 19:14:00
40,9.0,0.0,Light Snow,2022-04-17 19:24:00
39,8.0,0.0,Light Snow,2022-04-17 19:38:00
38,7.0,0.0,Light Snow,2022-04-17 19:53:00
37,9.0,0.0,Wintry Mix,2022-04-17 21:02:00
36,6.0,0.0,Light Snow,2022-04-18 00:26:00
36,6.0,0.0,Light Snow,2022-04-18 00:53:00
37,3.0,0.0,Cloudy,2022-04-18 01:48:00
37,0.0,0.0,Cloudy,2022-04-18 01:53:00
38,0.0,0.0,Cloudy,2022-04-18 02:53:00
38,0.0,0.0,Light Snow,2022-04-18 03:15:00
38,6.0,0.0,Light Snow,2022-04-18 03:53:00
38,7.0,0.0,Light Snow,2022-04-18 04:13:00
39,7.0,0.0,Light Snow,2022-04-18 04:38:00
38,8.0,0.0,Light Snow,2022-04-18 04:53:00
39,10.0,0.0,Light Snow,2022-04-18 05:09:00
39,13.0,0.0,Light Snow,2022-04-18 05:53:00
39,13.0,0.0,Light Snow,2022-04-18 06:53:00
41,12.0,0.0,Light Snow,2022-04-18 07:53:00
41,15.0,0.0,Cloudy,2022-04-18 08:16:00
42,15.0,0.0,Cloudy,2022-04-18 08:53:00
42,17.0,0.0,Cloudy,2022-04-18 09:46:00
42,13.0,0.0,Cloudy,2022-04-18 09:53:00
42,21.0,0.0,Light Snow / Windy,2022-04-18 10:04:00
40,23.0,0.0,Light Snow / Windy,2022-04-18 10:53:00
39,18.0,0.0,Light Snow,2022-04-18 11:53:00
39,16.0,0.0,Light Snow,2022-04-18 12:53:00
39,14.0,0.0,Mostly Cloudy,2022-04-18 13:26:00
39,16.0,0.0,Mostly Cloudy,2022-04-18 13:53:00
39,15.0,0.0,Light Snow,2022-04-18 14:35:00
38,15.0,0.0,Light Snow,2022-04-18 14:53:00
38,17.0,0.0,Light Snow,2022-04-18 15:53:00
38,17.0,0.0,Cloudy,2022-04-18 16:27:00
38,13.0,0.0,Cloudy,2022-04-18 16:53:00
38,13.0,0.0,Light Snow,2022-04-18 17:35:00
38,10.0,0.0,Light Snow,2022-04-18 17:53:00
38,10.0,0.0,Cloudy,2022-04-18 18:16:00
38,13.0,0.0,Cloudy,2022-04-18 18:53:00
39,14.0,0.0,Cloudy,2022-04-18 19:53:00
38,14.0,0.0,Mostly Cloudy,2022-04-18 20:24:00
39,14.0,0.0,Mostly Cloudy,2022-04-18 20:53:00
39,13.0,0.0,Cloudy,2022-04-18 21:53:00
39,14.0,0.0,Cloudy,2022-04-18 22:13:00
39,12.0,0.0,Cloudy,2022-04-18 22:26:00
38,13.0,0.0,Mostly Cloudy,2022-04-18 22:53:00
38,12.0,0.0,Mostly Cloudy,2022-04-18 23:53:00
39,13.0,0.0,Mostly Cloudy,2022-04-19 00:53:00
39,17.0,0.0,Cloudy,2022-04-19 01:53:00
40,12.0,0.0,Cloudy,2022-04-19 02:00:00
40,14.0,0.0,Cloudy,2022-04-19 02:53:00
43,12.0,0.0,Mostly Cloudy,2022-04-19 03:50:00
42,15.0,0.0,Mostly Cloudy,2022-04-19 03:53:00
45,12.0,0.0,Mostly Cloudy,2022-04-19 04:53:00
45,9.0,0.0,Mostly Cloudy,2022-04-19 05:53:00
47,10.0,0.0,Mostly Cloudy,2022-04-19 06:53:00
49,8.0,0.0,Mostly Cloudy,2022-04-19 07:53:00
50,12.0,0.0,Mostly Cloudy,2022-04-19 08:53:00
50,7.0,0.0,Mostly Cloudy,2022-04-19 09:53:00
47,13.0,0.0,Mostly Cloudy,2022-04-19 10:53:00
47,10.0,0.0,Mostly Cloudy,2022-04-19 11:53:00
45,9.0,0.0,Mostly Cloudy,2022-04-19 12:53:00
44,9.0,0.0,Mostly Cloudy,2022-04-19 13:53:00
44,9.0,0.0,Cloudy,2022-04-19 14:53:00
44,8.0,0.0,Cloudy,2022-04-19 15:53:00
45,8.0,0.0,Mostly Cloudy,2022-04-19 16:53:00
45,7.0,0.0,Cloudy,2022-04-19 17:53:00
45,10.0,0.0,Cloudy,2022-04-19 18:53:00
44,10.0,0.0,Cloudy,2022-04-19 19:53:00
44,13.0,0.0,Mostly Cloudy,2022-04-19 20:53:00
44,9.0,0.0,Cloudy,2022-04-19 21:53:00
43,9.0,0.0,Mostly Cloudy,2022-04-19 22:53:00
43,12.0,0.0,Mostly Cloudy,2022-04-19 23:53:00
44,9.0,0.0,Mostly Cloudy,2022-04-20 00:53:00
45,13.0,0.0,Cloudy,2022-04-20 01:53:00
46,13.0,0.0,Cloudy,2022-04-20 02:53:00
48,12.0,0.0,Cloudy,2022-04-20 03:53:00
50,15.0,0.0,Cloudy,2022-04-20 04:53:00
51,16.0,0.0,Cloudy,2022-04-20 05:53:00
51,17.0,0.0,Cloudy,2022-04-20 06:53:00
52,15.0,0.0,Light Rain,2022-04-20 07:53:00
50,15.0,0.0,Cloudy,2022-04-20 08:53:00
52,20.0,0.0,Cloudy,2022-04-20 09:53:00
52,13.0,0.0,Light Rain,2022-04-20 10:53:00
54,14.0,0.0,Cloudy,2022-04-20 11:53:00
55,13.0,0.0,Light Rain,2022-04-20 12:53:00
52,17.0,0.0,Light Drizzle,2022-04-20 17:00:00
52,17.0,0.0,Light Drizzle,2022-04-20 18:10:00
53,15.0,0.0,Light Drizzle,2022-04-20 20:53:00
53,15.0,0.0,Cloudy,2022-04-20 22:53:00
54,10.0,0.0,Cloudy,2022-04-20 23:27:00
53,20.0,0.0,Cloudy,2022-04-20 23:53:00
52,15.0,0.0,Cloudy,2022-04-21 00:53:00
52,10.0,0.0,Cloudy,2022-04-21 01:53:00
53,10.0,0.0,Partly Cloudy,2022-04-21 02:53:00
55,10.0,0.0,Fair,2022-04-21 03:53:00
59,12.0,0.0,Fair,2022-04-21 04:53:00
61,15.0,0.0,Fair,2022-04-21 05:53:00
63,18.0,0.0,Fair,2022-04-21 06:53:00
65,14.0,0.0,Fair,2022-04-21 07:53:00
68,16.0,0.0,Fair,2022-04-21 08:53:00
69,20.0,0.0,Fair,2022-04-21 09:53:00
70,15.0,0.0,Fair,2022-04-21 10:53:00
69,16.0,0.0,Fair,2022-04-21 11:53:00
68,13.0,0.0,Fair,2022-04-21 12:53:00
65,7.0,0.0,Fair,2022-04-21 13:53:00
62,3.0,0.0,Fair,2022-04-21 14:53:00
58,6.0,0.0,Fair,2022-04-21 15:53:00
59,5.0,0.0,Fair,2022-04-21 16:53:00
56,0.0,0.0,Fair,2022-04-21 17:53:00
56,0.0,0.0,Fair,2022-04-21 18:53:00
55,6.0,0.0,Fair,2022-04-21 19:53:00
53,8.0,0.0,Cloudy,2022-04-21 20:53:00
53,7.0,0.0,Cloudy,2022-04-21 21:53:00
52,10.0,0.0,Cloudy,2022-04-21 22:53:00
50,8.0,0.0,Light Rain,2022-04-21 23:53:00
50,6.0,0.0,Light Rain,2022-04-22 00:53:00
51,7.0,0.0,Cloudy,2022-04-22 01:53:00
52,6.0,0.0,Cloudy,2022-04-22 02:53:00
54,9.0,0.0,Cloudy,2022-04-22 03:53:00
60,15.0,0.0,Cloudy,2022-04-22 04:53:00
60,9.0,0.0,Light Rain,2022-04-22 05:53:00
57,10.0,0.0,Cloudy,2022-04-22 06:53:00
51,14.0,0.0,Light Rain with Thunder,2022-04-22 09:17:00
50,14.0,0.0,Light Rain with Thunder,2022-04-22 11:05:00
50,22.0,0.0,Cloudy / Windy,2022-04-22 11:14:00
50,16.0,0.0,Cloudy,2022-04-22 11:53:00
51,14.0,0.0,Cloudy,2022-04-22 12:53:00
53,8.0,0.0,Cloudy,2022-04-22 13:53:00
55,10.0,0.0,Cloudy,2022-04-22 14:53:00
55,8.0,0.0,Cloudy,2022-04-22 15:53:00
55,7.0,0.0,Cloudy,2022-04-22 16:53:00
54,7.0,0.0,Cloudy,2022-04-22 17:53:00
59,8.0,0.0,Fair,2022-04-22 18:53:00
59,8.0,0.0,Fair,2022-04-22 19:53:00
59,8.0,0.0,Fair,2022-04-22 20:53:00
59,9.0,0.0,Fair,2022-04-22 21:53:00
58,9.0,0.0,Fair,2022-04-22 22:53:00
59,8.0,0.0,Partly Cloudy,2022-04-22 23:53:00
60,8.0,0.0,Mostly Cloudy,2022-04-23 00:53:00
64,8.0,0.0,Mostly Cloudy,2022-04-23 01:53:00
71,14.0,0.0,Mostly Cloudy,2022-04-23 02:53:00
74,18.0,0.0,Mostly Cloudy,2022-04-23 03:53:00
77,24.0,0.0,Mostly Cloudy / Windy,2022-04-23 04:53:00
79,20.0,0.0,Mostly Cloudy,2022-04-23 05:53:00
80,28.0,0.0,Mostly Cloudy / Windy,2022-04-23 06:53:00
82,25.0,0.0,Mostly Cloudy / Windy,2022-04-23 07:53:00
84,28.0,0.0,Mostly Cloudy / Windy,2022-04-23 08:53:00
84,29.0,0.0,Mostly Cloudy / Windy,2022-04-23 09:53:00
85,24.0,0.0,Mostly Cloudy / Windy,2022-04-23 10:53:00
84,22.0,0.0,Mostly Cloudy / Windy,2022-04-23 11:53:00
82,16.0,0.0,Mostly Cloudy,2022-04-23 12:53:00
79,21.0,0.0,Mostly Cloudy / Windy,2022-04-23 13:53:00
78,16.0,0.0,Mostly Cloudy,2022-04-23 14:53:00
76,16.0,0.0,Mostly Cloudy,2022-04-23 15:53:00
75,15.0,0.0,Mostly Cloudy,2022-04-23 16:53:00
75,15.0,0.0,Mostly Cloudy,2022-04-23 17:53:00
75,20.0,0.0,Mostly Cloudy,2022-04-23 18:53:00
73,17.0,0.0,Mostly Cloudy,2022-04-23 19:53:00
72,17.0,0.0,Mostly Cloudy,2022-04-23 20:53:00
71,16.0,0.0,Mostly Cloudy,2022-04-23 21:53:00
71,16.0,0.0,Mostly Cloudy,2022-04-23 22:53:00
71,21.0,0.0,Light Rain / Windy,2022-04-23 23:53:00
70,18.0,0.0,Cloudy,2022-04-24 00:53:00
71,18.0,0.0,Cloudy,2022-04-24 01:53:00
70,21.0,0.0,Light Rain / Windy,2022-04-24 03:53:00
71,21.0,0.0,Cloudy / Windy,2022-04-24 04:53:00
70,20.0,0.0,Light Rain,2022-04-24 05:53:00
71,18.0,0.0,Light Rain,2022-04-24 08:53:00
71,15.0,0.0,Light Rain,2022-04-24 09:53:00
73,23.0,0.0,Mostly Cloudy / Windy,2022-04-24 10:53:00
72,22.0,0.0,Mostly Cloudy / Windy,2022-04-24 11:53:00
71,15.0,0.0,Mostly Cloudy,2022-04-24 12:53:00
68,18.0,0.0,Mostly Cloudy,2022-04-24 13:53:00
67,14.0,0.0,Mostly Cloudy,2022-04-24 14:53:00
64,13.0,0.0,Mostly Cloudy,2022-04-24 15:53:00
62,14.0,0.0,Mostly Cloudy,2022-04-24 16:53:00
60,9.0,0.0,Mostly Cloudy,2022-04-24 17:53:00
59,13.0,0.0,Mostly Cloudy,2022-04-24 18:53:00
56,5.0,0.0,Mostly Cloudy,2022-04-24 19:53:00
55,6.0,0.0,Mostly Cloudy,2022-04-24 20:53:00
55,7.0,0.0,Mostly Cloudy,2022-04-24 21:53:00
54,6.0,0.0,Mostly Cloudy,2022-04-24 22:53:00
53,8.0,0.0,Mostly Cloudy,2022-04-24 23:53:00
53,13.0,0.0,Cloudy,2022-04-25 00:53:00
52,13.0,0.0,Cloudy,2022-04-25 01:53:00
52,16.0,0.0,Cloudy,2022-04-25 02:53:00
54,18.0,0.0,Mostly Cloudy,2022-04-25 03:53:00
56,21.0,0.0,Mostly Cloudy / Windy,2022-04-25 04:53:00
54,17.0,0.0,Mostly Cloudy,2022-04-25 05:53:00
54,20.0,0.0,Cloudy,2022-04-25 06:53:00
55,18.0,0.0,Cloudy,2022-04-25 07:53:00
51,23.0,0.0,Cloudy / Windy,2022-04-25 08:53:00
51,21.0,0.0,Cloudy / Windy,2022-04-25 09:53:00
50,17.0,0.0,Mostly Cloudy,2022-04-25 10:53:00
49,22.0,0.0,Cloudy / Windy,2022-04-25 11:53:00
47,15.0,0.0,Cloudy,2022-04-25 12:53:00
46,16.0,0.0,Cloudy,2022-04-25 13:53:00
45,15.0,0.0,Cloudy,2022-04-25 14:53:00
44,13.0,0.0,Cloudy,2022-04-25 15:53:00
43,14.0,0.0,Cloudy,2022-04-25 16:53:00
43,12.0,0.0,Cloudy,2022-04-25 17:53:00
42,12.0,0.0,Cloudy,2022-04-25 18:53:00
42,12.0,0.0,Cloudy,2022-04-25 19:53:00
42,10.0,0.0,Cloudy,2022-04-25 20:53:00
41,12.0,0.0,Cloudy,2022-04-25 21:53:00
41,10.0,0.0,Cloudy,2022-04-25 22:53:00
40,10.0,0.0,Mostly Cloudy,2022-04-25 23:53:00
40,13.0,0.0,Cloudy,2022-04-26 00:53:00
41,15.0,0.0,Cloudy,2022-04-26 01:53:00
42,13.0,0.0,Cloudy,2022-04-26 02:53:00
43,14.0,0.0,Cloudy,2022-04-26 03:48:00
43,10.0,0.0,Cloudy,2022-04-26 03:53:00
43,13.0,0.0,Cloudy,2022-04-26 04:53:00
44,12.0,0.0,Cloudy,2022-04-26 05:53:00
46,13.0,0.0,Mostly Cloudy,2022-04-26 06:53:00
49,13.0,0.0,Mostly Cloudy,2022-04-26 07:53:00
51,18.0,0.0,Mostly Cloudy,2022-04-26 08:53:00
50,12.0,0.0,Mostly Cloudy,2022-04-26 09:53:00
51,16.0,0.0,Partly Cloudy,2022-04-26 10:53:00
53,17.0,0.0,Partly Cloudy,2022-04-26 11:53:00
51,15.0,0.0,Fair,2022-04-26 12:53:00
43,15.0,0.0,Fair,2022-04-26 13:53:00
42,12.0,0.0,Fair,2022-04-26 14:53:00
41,10.0,0.0,Fair,2022-04-26 15:53:00
40,6.0,0.0,Fair,2022-04-26 16:53:00
40,3.0,0.0,Fair,2022-04-26 17:53:00
39,7.0,0.0,Fair,2022-04-26 18:53:00
39,7.0,0.0,Fair,2022-04-26 19:53:00
38,5.0,0.0,Mostly Cloudy,2022-04-26 20:53:00
39,8.0,0.0,Mostly Cloudy,2022-04-26 21:53:00
38,6.0,0.0,Fair,2022-04-26 22:53:00
36,7.0,0.0,Fair,2022-04-26 23:53:00
38,6.0,0.0,Fair,2022-04-27 00:53:00
41,7.0,0.0,Fair,2022-04-27 01:53:00
42,9.0,0.0,Fair,2022-04-27 02:53:00
43,8.0,0.0,Partly Cloudy,2022-04-27 03:53:00
